@relation 'Metro_Interstate_Traffic_Volume_final-weka.filters.unsupervised.attribute.Remove-R6,8-11-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0'

@attribute holiday {'New Years Day',None,'Martin Luther King Jr Day','Washingtons Birthday','Memorial Day','Independence Day','State Fair','Labor Day'}
@attribute temp numeric
@attribute rain_1h numeric
@attribute snow_1h numeric
@attribute clouds_all numeric
@attribute weather_description {'sky is clear',mist,'broken clouds','overcast clouds','light snow',haze,'scattered clouds','few clouds','light intensity drizzle',fog,snow,'heavy snow','proximity thunderstorm','shower drizzle','light rain',drizzle,'moderate rain','thunderstorm with light drizzle','proximity shower rain','light shower snow',thunderstorm,sleet,'Sky is Clear','thunderstorm with light rain','proximity thunderstorm with rain','thunderstorm with heavy rain','heavy intensity rain','thunderstorm with rain','heavy intensity drizzle',smoke,'light intensity shower rain','proximity thunderstorm with drizzle'}
@attribute hour numeric
@attribute traffic_volume numeric

@data
None,0.439911,0,0,0.978261,haze,0.434783,3586
None,0.436101,0,0,0.978261,'light snow',0.478261,3611
None,0.436101,0,0,0.978261,'proximity thunderstorm',0.478261,3611
None,0.436101,0,0,0.978261,mist,0.478261,3611
None,0.445626,0,0,0.978261,'light shower snow',0.521739,3719
None,0.445626,0,0,0.978261,'light rain',0.521739,3719
None,0.440705,0,0,0.978261,'overcast clouds',0.565217,3682
None,0.441022,0,0,0.978261,'overcast clouds',0.608696,3928
None,0.427528,0,0,0.978261,snow,0.652174,4151
None,0.427528,0,0,0.978261,mist,0.652174,4151
None,0.427528,0,0,0.978261,haze,0.652174,4151
None,0.427528,0,0,0.978261,'light intensity drizzle',0.652174,4151
None,0.407049,0,0,0.978261,'heavy snow',0.695652,3260
None,0.407049,0,0,0.978261,fog,0.695652,3260
None,0.407049,0,0,0.978261,mist,0.695652,3260
None,0.397047,0,0,0.978261,'heavy snow',0.73913,1953
None,0.397047,0,0,0.978261,fog,0.73913,1953
None,0.394507,0,0,0.978261,'heavy snow',0.782609,1389
None,0.394507,0,0,0.978261,mist,0.782609,1389
None,0.394507,0,0,0.978261,fog,0.782609,1389
None,0.390062,0,0,0.978261,'heavy snow',0.826087,1117
None,0.390062,0,0,0.978261,mist,0.826087,1117
None,0.384188,0,0,0.978261,snow,0.869565,844
None,0.384188,0,0,0.978261,mist,0.869565,844
None,0.382124,0,0,0.978261,snow,0.913043,753
None,0.382124,0,0,0.978261,mist,0.913043,753
None,0.382124,0,0,0.978261,snow,0.956522,694
None,0.382124,0,0,0.978261,mist,0.956522,694
None,0.385458,0,0,0.978261,'light snow',1,599
None,0.385458,0,0,0.978261,mist,1,599
None,0.386569,0,0,0.978261,'light snow',0,308
None,0.386569,0,0,0.978261,mist,0,308
None,0.386569,0,0,0.978261,'light snow',0.043478,242
None,0.386569,0,0,0.978261,mist,0.043478,242
None,0.385458,0,0,0.978261,'light snow',0.086957,231
None,0.385458,0,0,0.978261,mist,0.086957,231
None,0.384188,0,0,0.978261,'light snow',0.130435,335
None,0.384188,0,0,0.978261,mist,0.130435,335
None,0.383235,0,0,0.978261,'light snow',0.173913,807
None,0.383235,0,0,0.978261,mist,0.173913,807
None,0.384188,0,0,0.978261,'light snow',0.217391,2537
None,0.384188,0,0,0.978261,mist,0.217391,2537
None,0.385299,0,0,0.978261,'light snow',0.26087,4601
None,0.385299,0,0,0.978261,mist,0.26087,4601
None,0.382124,0,0,0.978261,'light snow',0.304348,4848
None,0.382124,0,0,0.978261,mist,0.304348,4848
None,0.386569,0,0,0.978261,'light snow',0.347826,4623
None,0.386569,0,0,0.978261,mist,0.347826,4623
None,0.387839,0,0,0.978261,'light snow',0.391304,4085
None,0.388951,0,0,0.978261,'light snow',0.434783,3602
None,0.395936,0,0,0.978261,'light snow',0.478261,3781
None,0.395936,0,0,0.978261,mist,0.478261,3781
None,0.395936,0,0,0.978261,'light rain',0.478261,3781
None,0.416098,0,0,0.978261,'light snow',0.521739,4037
None,0.413875,0,0,0.978261,'light snow',0.565217,4166
None,0.421813,0,0,0.978261,'overcast clouds',0.608696,4671
None,0.420225,0,0,0.978261,'overcast clouds',0.652174,5260
None,0.413875,0,0,0.978261,'overcast clouds',0.695652,6420
None,0.409589,0,0,0.978261,'overcast clouds',0.73913,5874
None,0.402604,0,0,0.434783,'scattered clouds',0.782609,4400
None,0.377679,0,0,0.01087,'sky is clear',0.826087,3188
None,0.363867,0,0,0.054348,'sky is clear',0.869565,2600
None,0.347992,0,0,0.01087,'sky is clear',0.913043,3415
None,0.324972,0,0,0.01087,'sky is clear',0.956522,2587
None,0.311478,0,0,0.01087,'sky is clear',1,1144
None,0.317511,0,0,0.01087,'sky is clear',0,591
None,0.315288,0,0,0.01087,'sky is clear',0.043478,376
None,0.293539,0,0,0.01087,haze,0.086957,247
None,0.281314,0,0,0.978261,haze,0.130435,378
None,0.258612,0,0,0.434783,mist,0.173913,921
None,0.258612,0,0,0.434783,fog,0.173913,921
None,0.240991,0,0,0.434783,mist,0.217391,2875
None,0.248135,0,0,0.978261,mist,0.26087,5670
None,0.236863,0,0,0.978261,mist,0.304348,6121
None,0.256072,0,0,0.815217,mist,0.347826,5896
None,0.260676,0,0,0.815217,mist,0.391304,5343
None,0.279409,0,0,0.01087,'sky is clear',0.434783,4619
None,0.314177,0,0,0.434783,'scattered clouds',0.478261,4819
None,0.332116,0,0,0.434783,'scattered clouds',0.521739,4879
None,0.35593,0,0,0.217391,'few clouds',0.565217,5093
None,0.358787,0,0,0.217391,'few clouds',0.608696,5160
None,0.372281,0,0,0.217391,'few clouds',0.652174,5886
None,0.372281,0,0,0.217391,'few clouds',0.695652,6849
None,0.363867,0,0,0.217391,'few clouds',0.73913,5951
None,0.359422,0,0,0.054348,'sky is clear',0.782609,4637
None,0.340848,0,0,0.01087,'sky is clear',0.826087,3367
None,0.313383,0,0,0.054348,'sky is clear',0.869565,3297
None,0.283855,0,0,0.054348,'sky is clear',0.913043,2451
None,0.270995,0,0,0.01087,'sky is clear',0.956522,1790
None,0.260676,0,0,0.01087,'sky is clear',1,1352
None,0.25639,0,0,0.01087,'sky is clear',0,545
None,0.247341,0,0,0.01087,'sky is clear',0.043478,368
None,0.240514,0,0,0.01087,'sky is clear',0.086957,260
None,0.231307,0,0,0.01087,'sky is clear',0.130435,344
None,0.231307,0,0,0.01087,'sky is clear',0.173913,887
None,0.230195,0,0,0.01087,'sky is clear',0.217391,2788
None,0.222258,0,0,0.01087,'sky is clear',0.26087,5661
None,0.206382,0,0,0.01087,'sky is clear',0.304348,6280
None,0.212732,0,0,0.054348,'sky is clear',0.347826,6042
None,0.251627,0,0,0.054348,'sky is clear',0.391304,5221
None,0.292269,0,0,0.01087,'sky is clear',0.434783,4669
None,0.329894,0,0,0.01087,'sky is clear',0.478261,4922
None,0.350214,0,0,0.054348,'sky is clear',0.521739,4946
None,0.368471,0,0,0.054348,'sky is clear',0.565217,5117
None,0.381013,0,0,0.054348,'sky is clear',0.608696,5349
None,0.388951,0,0,0.01087,'sky is clear',0.652174,5983
None,0.387839,0,0,0.01087,'sky is clear',0.695652,6738
None,0.382124,0,0,0.01087,'sky is clear',0.73913,6200
None,0.373075,0,0,0.01087,'sky is clear',0.782609,5136
None,0.352596,0,0,0.01087,'sky is clear',0.826087,3509
None,0.32402,0,0,0.01087,'sky is clear',0.869565,3565
None,0.301794,0,0,0.434783,'scattered clouds',0.913043,2951
None,0.296396,0,0,0.978261,'overcast clouds',0.956522,2759
None,0.295285,0,0,0.978261,'overcast clouds',1,2179
None,0.295285,0,0,0.978261,'overcast clouds',0,665
None,0.304969,0,0,0.978261,'overcast clouds',0.043478,415
None,0.300524,0,0,0.978261,'overcast clouds',0.086957,300
None,0.302746,0,0,0.978261,'overcast clouds',0.130435,389
None,0.28576,0,0,0.978261,'overcast clouds',0.173913,839
None,0.278933,0,0,0.815217,'broken clouds',0.217391,2711
None,0.257342,0,0,0.01087,mist,0.26087,5349
None,0.249405,0,0,0.054348,mist,0.304348,6520
None,0.245595,0,0,0.01087,mist,0.347826,5947
None,0.245595,0,0,0.01087,haze,0.347826,5947
None,0.283537,0,0,0.01087,mist,0.391304,5174
None,0.323861,0,0,0.01087,haze,0.434783,4876
None,0.323861,0,0,0.01087,mist,0.434783,4876
None,0.361962,0,0,0.01087,'sky is clear',0.478261,5160
None,0.386569,0,0,0.01087,'sky is clear',0.521739,5257
None,0.407525,0,0,0.01087,'sky is clear',0.565217,5602
None,0.412764,0,0,0.01087,'sky is clear',0.608696,5763
None,0.417368,0,0,0.01087,'sky is clear',0.652174,6001
None,0.427528,0,0,0.01087,'sky is clear',0.695652,6641
None,0.426417,0,0,0.01087,'sky is clear',0.73913,6062
None,0.416098,0,0,0.434783,'scattered clouds',0.782609,5207
None,0.382124,0,0,0.434783,'scattered clouds',0.826087,3864
None,0.356088,0,0,0.01087,'sky is clear',0.869565,3377
None,0.339895,0,0,0.01087,'sky is clear',0.913043,3118
None,0.326084,0,0,0.01087,'sky is clear',0.956522,2649
None,0.309255,0,0,0.01087,'sky is clear',1,2989
None,0.313066,0,0,0.01087,'sky is clear',0,1175
None,0.313066,0,0,0.815217,'broken clouds',0.043478,685
None,0.318781,0,0,0.978261,'overcast clouds',0.130435,358
None,0.325607,0,0,0.978261,'overcast clouds',0.173913,404
None,0.334656,0,0,0.978261,'overcast clouds',0.217391,696
None,0.341324,0,0,0.978261,'overcast clouds',0.26087,1242
None,0.346245,0,0,0.978261,'overcast clouds',0.304348,1911
None,0.354977,0,0,0.978261,'overcast clouds',0.347826,3100
None,0.371964,0,0,0.978261,'light snow',0.391304,4057
None,0.383235,0,0,0.815217,'light snow',0.434783,4476
None,0.403239,0,0,0.978261,'light snow',0.478261,4732
None,0.418162,0,0,0.978261,'light snow',0.521739,5312
None,0.430862,0,0,0.815217,'broken clouds',0.565217,4990
None,0.428639,0,0,0.978261,'light rain',0.608696,5404
None,0.435466,0,0,0.978261,'overcast clouds',0.652174,5548
None,0.440387,0,0,0.978261,'overcast clouds',0.695652,5194
None,0.436577,0,0,0.978261,'overcast clouds',0.73913,5142
None,0.439911,0,0,0.978261,'overcast clouds',0.782609,4776
None,0.430862,0,0,0.978261,'overcast clouds',0.826087,4004
None,0.429751,0,0,0.978261,'overcast clouds',0.869565,3223
None,0.424829,0,0,0.978261,'overcast clouds',0.913043,3602
None,0.421337,0,0,0.978261,'overcast clouds',0.956522,4040
None,0.417368,0,0,0.978261,'overcast clouds',1,2433
None,0.41705,0,0,0.978261,'light snow',0,1662
None,0.41705,0,0,0.978261,mist,0,1662
None,0.418479,0,0,0.978261,'light snow',0.043478,975
None,0.418479,0,0,0.978261,mist,0.043478,975
None,0.411494,0,0,0.978261,'light snow',0.130435,420
None,0.411494,0,0,0.978261,mist,0.130435,420
None,0.411494,0,0,0.978261,'light intensity drizzle',0.130435,420
None,0.411494,0,0,0.978261,mist,0.173913,419
None,0.411494,0,0,0.978261,'light rain',0.173913,419
None,0.411494,0,0,0.978261,'light snow',0.173913,419
None,0.402604,0,0,0.978261,'light snow',0.217391,490
None,0.402604,0,0,0.978261,mist,0.217391,490
None,0.402604,0,0,0.978261,'moderate rain',0.217391,490
None,0.403556,0,0,0.978261,'light snow',0.26087,740
None,0.403556,0,0,0.978261,mist,0.26087,740
None,0.403556,0,0,0.978261,'light rain',0.26087,740
None,0.401334,0,0,0.815217,'light snow',0.304348,1039
None,0.401334,0,0,0.815217,mist,0.304348,1039
None,0.401334,0,0,0.815217,'light rain',0.304348,1039
None,0.403715,0,0,0.978261,'light snow',0.347826,1607
None,0.403715,0,0,0.978261,mist,0.347826,1607
None,0.407049,0,0,0.978261,mist,0.391304,2559
None,0.414987,0,0,0.978261,mist,0.434783,3400
None,0.422289,0,0,0.978261,mist,0.478261,3810
None,0.434037,0,0,0.978261,haze,0.521739,4339
None,0.434037,0,0,0.978261,mist,0.521739,4339
None,0.439911,0,0,0.978261,mist,0.565217,4840
None,0.451183,0,0,0.978261,mist,0.608696,4749
None,0.450071,0,0,0.978261,haze,0.652174,4396
None,0.44896,0,0,0.978261,haze,0.695652,4242
None,0.44896,0,0,0.978261,mist,0.695652,4242
None,0.445626,0,0,0.978261,mist,0.73913,4068
None,0.444515,0,0,0.978261,mist,0.782609,3571
None,0.444515,0,0,0.978261,haze,0.826087,2939
None,0.444515,0,0,0.978261,mist,0.826087,2939
None,0.4388,0,0,0.978261,haze,0.869565,2546
None,0.4388,0,0,0.978261,mist,0.869565,2546
None,0.432926,0,0,0.978261,mist,0.913043,2118
None,0.430703,0,0,0.978261,'overcast clouds',0.956522,1523
None,0.424512,0,0,0.978261,'overcast clouds',1,1000
None,0.409589,0,0,0.217391,'few clouds',0,528
None,0.395936,0,0,0.01087,'sky is clear',0.043478,360
None,0.38006,0,0,0.01087,'sky is clear',0.086957,228
None,0.366249,0,0,0.01087,mist,0.130435,356
None,0.350373,0,0,0.01087,'sky is clear',0.173913,851
None,0.345134,0,0,0.01087,'sky is clear',0.217391,2742
None,0.33672,0,0,0.01087,'sky is clear',0.26087,5331
None,0.323067,0,0,0.01087,'sky is clear',0.304348,6336
None,0.318622,0,0,0.01087,'sky is clear',0.347826,5668
None,0.324178,0,0,0.01087,'sky is clear',0.391304,4693
None,0.358152,0,0,0.054348,'sky is clear',0.434783,4213
None,0.391491,0,0,0.054348,'sky is clear',0.478261,4265
None,0.416098,0,0,0.01087,'sky is clear',0.521739,4666
None,0.445626,0,0,0.01087,'sky is clear',0.565217,4748
None,0.461502,0,0,0.054348,'sky is clear',0.608696,4554
None,0.470551,0,0,0.054348,'sky is clear',0.652174,5784
None,0.47198,0,0,0.054348,'sky is clear',0.695652,6655
None,0.476266,0,0,0.01087,'sky is clear',0.73913,6001
None,0.474996,0,0,0.01087,'sky is clear',0.782609,4388
None,0.464677,0,0,0.054348,'sky is clear',0.826087,3346
None,0.442292,0,0,0.217391,'few clouds',0.869565,2806
None,0.427528,0,0,0.217391,'few clouds',0.913043,2301
None,0.411811,0,0,0.01087,'sky is clear',0.956522,2592
None,0.405937,0,0,0.01087,'sky is clear',1,2003
None,0.394825,0,0,0.01087,'sky is clear',0,666
None,0.384347,0,0,0.01087,'sky is clear',0.043478,414
None,0.375774,0,0,0.01087,'sky is clear',0.086957,301
None,0.366249,0,0,0.01087,'sky is clear',0.130435,380
None,0.350373,0,0,0.01087,'sky is clear',0.173913,865
None,0.347039,0,0,0.01087,'sky is clear',0.217391,2872
None,0.33672,0,0,0.01087,'sky is clear',0.26087,5420
None,0.32656,0,0,0.01087,'sky is clear',0.304348,6404
None,0.317511,0,0,0.217391,'few clouds',0.347826,5880
None,0.318622,0,0,0.01087,'sky is clear',0.391304,5093
None,0.351326,0,0,0.217391,'few clouds',0.434783,4410
None,0.371964,0,0,0.01087,'sky is clear',0.478261,4591
None,0.393713,0,0,0.434783,'scattered clouds',0.521739,4749
None,0.405302,0,0,0.01087,'sky is clear',0.565217,5062
None,0.420225,0,0,0.815217,'broken clouds',0.608696,5187
None,0.425147,0,0,0.01087,'sky is clear',0.652174,5895
None,0.437054,0,0,0.01087,'sky is clear',0.695652,6366
None,0.442134,0,0,0.054348,'sky is clear',0.73913,5413
None,0.444515,0,0,0.01087,'sky is clear',0.782609,4470
None,0.436577,0,0,0.01087,'sky is clear',0.826087,3436
None,0.418479,0,0,0.01087,'sky is clear',0.869565,2933
None,0.402286,0,0,0.01087,'sky is clear',0.913043,2736
None,0.391649,0,0,0.01087,'sky is clear',0.956522,3761
None,0.382124,0,0,0.01087,'sky is clear',1,1287
None,0.368471,0,0,0.01087,'sky is clear',0,665
None,0.36101,0,0,0.01087,'sky is clear',0.043478,340
None,0.355612,0,0,0.01087,'sky is clear',0.086957,285
None,0.349262,0,0,0.01087,'sky is clear',0.130435,378
None,0.342435,0,0,0.01087,'sky is clear',0.173913,903
None,0.330052,0,0,0.01087,'sky is clear',0.217391,2785
None,0.321797,0,0,0.01087,'sky is clear',0.26087,5526
None,0.318622,0,0,0.01087,'sky is clear',0.304348,6542
None,0.328147,0,0,0.01087,'sky is clear',0.347826,5854
None,0.342912,0,0,0.217391,'few clouds',0.391304,5312
None,0.380854,0,0,0.01087,'sky is clear',0.434783,4511
None,0.420225,0,0,0.01087,'sky is clear',0.478261,4825
None,0.450071,0,0,0.01087,'sky is clear',0.521739,4908
None,0.468328,0,0,0.01087,'sky is clear',0.565217,5044
None,0.485791,0,0,0.01087,'sky is clear',0.608696,5251
None,0.500714,0,0,0.01087,'sky is clear',0.652174,5906
None,0.517542,0,0,0.01087,'sky is clear',0.695652,6789
None,0.520718,0,0,0.434783,'scattered clouds',0.73913,6137
None,0.521829,0,0,0.01087,'sky is clear',0.782609,4718
None,0.512304,0,0,0.054348,'sky is clear',0.826087,3426
None,0.490237,0,0,0.01087,'sky is clear',0.869565,3115
None,0.462772,0,0,0.01087,'sky is clear',0.913043,2507
None,0.442292,0,0,0.01087,'sky is clear',0.956522,1810
None,0.426576,0,0,0.01087,'sky is clear',1,1094
None,0.416098,0,0,0.01087,'sky is clear',0,577
None,0.419908,0,0,0.01087,'sky is clear',0.043478,354
None,0.405937,0,0,0.01087,'sky is clear',0.086957,259
None,0.385617,0,0,0.01087,mist,0.173913,910
None,0.379902,0,0,0.01087,mist,0.217391,2797
None,0.376091,0,0,0.01087,'sky is clear',0.26087,4965
None,0.362915,0,0,0.01087,'sky is clear',0.304348,6537
None,0.361645,0,0,0.01087,'sky is clear',0.347826,5907
None,0.372599,0,0,0.054348,'sky is clear',0.391304,5177
None,0.388157,0,0,0.01087,'sky is clear',0.434783,4675
None,0.398,0,0,0.054348,'sky is clear',0.478261,4905
None,0.412764,0,0,0.054348,'sky is clear',0.521739,5113
None,0.426576,0,0,0.054348,'sky is clear',0.565217,5165
None,0.437689,0,0,0.01087,'sky is clear',0.608696,5448
None,0.445626,0,0,0.054348,'sky is clear',0.652174,5960
None,0.454675,0,0,0.01087,'sky is clear',0.695652,6586
None,0.458009,0,0,0.054348,'sky is clear',0.73913,6279
None,0.449913,0,0,0.054348,'sky is clear',0.782609,4771
None,0.440387,0,0,0.01087,'sky is clear',0.826087,3503
None,0.420225,0,0,0.054348,'sky is clear',0.869565,3093
None,0.407207,0,0,0.054348,'sky is clear',0.913043,2685
None,0.394666,0,0,0.01087,haze,0.956522,2157
None,0.383394,0,0,0.01087,haze,1,1205
None,0.379902,0,0,0.01087,haze,0,661
None,0.3699,0,0,0.01087,haze,0.043478,386
None,0.344023,0,0,0.01087,haze,0.086957,287
None,0.332434,0,0,0.01087,haze,0.173913,793
None,0.333386,0,0,0.01087,haze,0.217391,2731
None,0.322115,0,0,0.01087,haze,0.26087,4997
None,0.311954,0,0,0.01087,haze,0.304348,6242
None,0.311954,0,0,0.434783,'scattered clouds',0.347826,5574
None,0.326084,0,0,0.01087,'sky is clear',0.391304,4900
None,0.363867,0,0,0.434783,'scattered clouds',0.434783,4578
None,0.385458,0,0,0.01087,'sky is clear',0.478261,5056
None,0.405302,0,0,0.815217,'broken clouds',0.521739,5381
None,0.424829,0,0,0.01087,'sky is clear',0.565217,5398
None,0.445626,0,0,0.815217,'broken clouds',0.608696,5594
None,0.461502,0,0,0.815217,'broken clouds',0.652174,5999
None,0.470551,0,0,0.815217,'broken clouds',0.695652,6607
None,0.470075,0,0,0.01087,'sky is clear',0.73913,6023
None,0.465153,0,0,0.01087,'sky is clear',0.782609,4952
None,0.455945,0,0,0.01087,'sky is clear',0.826087,4004
None,0.435466,0,0,0.01087,'sky is clear',0.869565,3503
None,0.414987,0,0,0.01087,'sky is clear',0.913043,3111
None,0.397047,0,0,0.01087,'sky is clear',0.956522,3079
None,0.39927,0,0,0.01087,'sky is clear',1,1903
None,0.409113,0,0,0.01087,'sky is clear',0,1125
None,0.400381,0,0,0.01087,'sky is clear',0.043478,621
None,0.388951,0,0,0.01087,'sky is clear',0.086957,498
None,0.377679,0,0,0.01087,'sky is clear',0.130435,386
None,0.352596,0,0,0.01087,'sky is clear',0.173913,391
None,0.344817,0,0,0.01087,'sky is clear',0.217391,681
None,0.331481,0,0,0.01087,'sky is clear',0.26087,1167
None,0.320845,0,0,0.054348,'sky is clear',0.304348,1895
None,0.312431,0,0,0.054348,'sky is clear',0.347826,3095
None,0.338625,0,0,0.054348,'sky is clear',0.391304,3956
None,0.387681,0,0,0.01087,'sky is clear',0.434783,4651
None,0.430862,0,0,0.01087,'sky is clear',0.478261,5278
None,0.464677,0,0,0.01087,'sky is clear',0.521739,5798
None,0.4923,0,0,0.01087,'sky is clear',0.565217,5686
None,0.508017,0,0,0.01087,'sky is clear',0.608696,5616
None,0.526115,0,0,0.01087,'sky is clear',0.652174,5217
None,0.536276,0,0,0.054348,'sky is clear',0.695652,4708
None,0.534053,0,0,0.01087,'sky is clear',0.73913,4954
None,0.538816,0,0,0.054348,'sky is clear',0.782609,4595
None,0.532942,0,0,0.054348,'sky is clear',0.826087,3918
None,0.485315,0,0,0.054348,'sky is clear',0.869565,3534
None,0.458327,0,0,0.01087,'sky is clear',0.913043,3351
None,0.423083,0,0,0.01087,'sky is clear',0.956522,3739
None,0.407525,0,0,0.01087,'sky is clear',1,2596
None,0.385617,0,0,0.01087,'sky is clear',0,1642
None,0.36863,0,0,0.01087,'sky is clear',0.043478,1075
None,0.360057,0,0,0.01087,'sky is clear',0.086957,719
None,0.350532,0,0,0.01087,'sky is clear',0.130435,417
None,0.34307,0,0,0.01087,'sky is clear',0.173913,321
None,0.339895,0,0,0.01087,'sky is clear',0.217391,439
None,0.335609,0,0,0.01087,'sky is clear',0.26087,761
None,0.335609,0,0,0.434783,'scattered clouds',0.304348,1020
None,0.333545,0,0,0.815217,'broken clouds',0.347826,1840
None,0.372599,0,0,0.978261,'overcast clouds',0.391304,2776
None,0.405461,0,0,0.815217,'broken clouds',0.434783,3658
None,0.437689,0,0,0.978261,'overcast clouds',0.478261,4175
None,0.463724,0,0,0.978261,'overcast clouds',0.521739,4575
None,0.482775,0,0,0.978261,'overcast clouds',0.565217,4713
None,0.493253,0,0,0.978261,'overcast clouds',0.608696,4783
None,0.496428,0,0,0.978261,'overcast clouds',0.652174,4797
None,0.493253,0,0,0.978261,'overcast clouds',0.695652,4727
None,0.494364,0,0,0.815217,'broken clouds',0.73913,4649
None,0.495475,0,0,0.978261,'overcast clouds',0.782609,3868
None,0.481823,0,0,0.978261,'overcast clouds',0.826087,3174
None,0.471662,0,0,0.978261,'overcast clouds',0.869565,2692
None,0.468805,0,0,0.978261,'overcast clouds',0.913043,2068
None,0.463724,0,0,0.978261,'overcast clouds',0.956522,1560
None,0.461502,0,0,0.978261,'overcast clouds',1,966
None,0.454675,0,0,0.815217,'broken clouds',0,540
None,0.45658,0,0,0.815217,haze,0.043478,293
None,0.446738,0,0,0.815217,'broken clouds',0.086957,254
None,0.448008,0,0,0.434783,'scattered clouds',0.130435,348
None,0.440229,0,0,0.978261,'overcast clouds',0.173913,819
None,0.429751,0,0,0.978261,'overcast clouds',0.217391,2788
None,0.428639,0,0,0.978261,'overcast clouds',0.26087,5370
None,0.417368,0,0,0.978261,'overcast clouds',0.304348,6710
None,0.412764,0,0,0.01087,'sky is clear',0.347826,5983
None,0.412764,0,0,0.978261,'overcast clouds',0.391304,4958
None,0.426576,0,0,0.978261,'overcast clouds',0.434783,4320
None,0.437054,0,0,0.815217,'broken clouds',0.478261,4551
None,0.453405,0,0,0.978261,'overcast clouds',0.521739,4636
None,0.462613,0,0,0.978261,'overcast clouds',0.565217,4712
None,0.480394,0,0,0.815217,'broken clouds',0.608696,4974
None,0.488014,0,0,0.01087,'sky is clear',0.652174,5694
None,0.493253,0,0,0.978261,'overcast clouds',0.695652,6470
None,0.493412,0,0,0.978261,'overcast clouds',0.73913,5955
None,0.48595,0,0,0.978261,'overcast clouds',0.782609,4314
None,0.47325,0,0,0.978261,'overcast clouds',0.826087,3201
None,0.461502,0,0,0.978261,'overcast clouds',0.869565,2582
None,0.448801,0,0,0.978261,'overcast clouds',0.913043,2628
None,0.439276,0,0,0.978261,'overcast clouds',0.956522,3231
None,0.430862,0,0,0.978261,'overcast clouds',1,1086
None,0.420225,0,0,0.978261,'overcast clouds',0,556
None,0.41705,0,0,0.978261,'overcast clouds',0.043478,337
None,0.40435,0,0,0.978261,'overcast clouds',0.086957,247
None,0.402286,0,0,0.434783,'scattered clouds',0.130435,353
None,0.391649,0,0,0.978261,'overcast clouds',0.173913,885
None,0.389586,0,0,0.978261,'overcast clouds',0.217391,2867
None,0.385299,0,0,0.978261,'light snow',0.26087,5619
None,0.379902,0,0,0.978261,'light snow',0.304348,6426
None,0.369582,0,0,0.978261,'light snow',0.347826,5876
None,0.374663,0,0,0.978261,'light snow',0.391304,5130
None,0.374663,0,0,0.978261,mist,0.391304,5130
None,0.381013,0,0,0.978261,'light snow',0.434783,4406
None,0.381013,0,0,0.978261,mist,0.434783,4406
None,0.381013,0,0,0.978261,haze,0.434783,4406
None,0.381013,0,0,0.978261,'light snow',0.478261,4427
None,0.381013,0,0,0.978261,mist,0.478261,4427
None,0.385458,0,0,0.978261,'light snow',0.521739,4600
None,0.385458,0,0,0.978261,mist,0.521739,4600
None,0.396888,0,0,0.978261,'light snow',0.565217,4696
None,0.396888,0,0,0.978261,mist,0.565217,4696
None,0.398952,0,0,0.978261,'light snow',0.608696,4958
None,0.398952,0,0,0.978261,mist,0.608696,4958
None,0.398952,0,0,0.978261,'light intensity drizzle',0.608696,4958
None,0.398952,0,0,0.978261,haze,0.608696,4958
None,0.398952,0,0,0.978261,'light rain',0.608696,4958
None,0.400222,0,0,0.978261,'light snow',0.652174,5690
None,0.400222,0,0,0.978261,mist,0.652174,5690
None,0.400222,0,0,0.978261,haze,0.652174,5690
None,0.400222,0,0,0.978261,'light rain',0.652174,5690
None,0.402921,0,0,0.978261,'light snow',0.695652,6609
None,0.402921,0,0,0.978261,haze,0.695652,6609
None,0.402921,0,0,0.978261,'light snow',0.73913,6097
None,0.402921,0,0,0.978261,haze,0.73913,6097
None,0.399111,0,0,0.978261,'light snow',0.782609,4569
None,0.395618,0,0,0.978261,'light snow',0.826087,3098
None,0.395618,0,0,0.978261,mist,0.826087,3098
None,0.389427,0,0,0.978261,'light snow',0.869565,2741
None,0.389427,0,0,0.978261,mist,0.869565,2741
None,0.389427,0,0,0.978261,haze,0.869565,2741
None,0.383235,0,0,0.978261,'light snow',0.913043,2517
None,0.383235,0,0,0.978261,mist,0.913043,2517
None,0.383235,0,0,0.978261,haze,0.913043,2517
None,0.378949,0,0,0.434783,'light snow',0.956522,1621
None,0.378949,0,0,0.434783,haze,0.956522,1621
None,0.362915,0,0,0.01087,'sky is clear',1,1062
None,0.354977,0,0,0.01087,'sky is clear',0,578
None,0.350373,0,0,0.01087,'sky is clear',0.043478,335
None,0.340848,0,0,0.01087,'sky is clear',0.086957,261
None,0.332275,0,0,0.01087,mist,0.130435,353
None,0.328782,0,0,0.815217,mist,0.173913,893
None,0.323226,0,0,0.815217,mist,0.217391,2950
None,0.319733,0,0,0.978261,mist,0.26087,5538
None,0.32656,0,0,0.978261,'overcast clouds',0.304348,6840
None,0.339419,0,0,0.815217,mist,0.347826,6218
None,0.339419,0,0,0.815217,'light snow',0.347826,6218
None,0.352596,0,0,0.978261,mist,0.391304,5356
None,0.352596,0,0,0.978261,'light snow',0.391304,5356
None,0.365137,0,0,0.978261,'light snow',0.434783,4551
None,0.383235,0,0,0.978261,'light snow',0.478261,4807
None,0.406414,0,0,0.978261,'overcast clouds',0.521739,4993
None,0.421813,0,0,0.978261,'overcast clouds',0.565217,4879
None,0.430862,0,0,0.434783,'scattered clouds',0.608696,5173
None,0.445626,0,0,0.978261,'overcast clouds',0.652174,5863
None,0.451341,0,0,0.815217,'broken clouds',0.695652,6790
